owner,model_name,family,downloads,likes,created_at_main,last_modified_main,age,adoption,library_name,pipeline_tag,cleaned_github,model_size_million_bytes,previous_size_category,agg_size,size_category,lag,transient,name,whichstop,Jimmy,Adekunle
EleutherAI,EleutherAI/pythia-1b,EleutherAI_pythia,28126,32,2/10/2023,7/9/2023,558,50.40501792,transformers,text-generation,https://github.com/EleutherAI/pythia,505.997504,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-1b-deduped,EleutherAI_pythia,32343,16,2/13/2023,7/9/2023,555,58.27567568,transformers,text-generation,https://github.com/EleutherAI/pythia,1078.891008,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-2.8b,EleutherAI_pythia,23562,25,10/16/2022,7/10/2023,675,34.90666667,transformers,text-generation,https://github.com/EleutherAI/pythia,1078.891008,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-2.8b-deduped,EleutherAI_pythia,14632,13,2/8/2023,7/9/2023,560,26.12857143,transformers,text-generation,https://github.com/EleutherAI/pythia,1400,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-31m,EleutherAI_pythia,54582,3,11/1/2022,7/10/2023,659,82.82549317,transformers,text-generation,https://github.com/EleutherAI/pythia,1515.311488,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-410m,EleutherAI_pythia,31609,20,11/20/2022,7/10/2023,640,49.3890625,transformers,text-generation,https://github.com/EleutherAI/pythia,1515.311488,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-410m-deduped,EleutherAI_pythia,20301,21,10/18/2022,7/10/2023,673,30.16493314,transformers,text-generation,https://github.com/EleutherAI/pythia,2909.427008,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-6.9b,EleutherAI_pythia,16374,41,10/16/2022,7/9/2023,675,24.25777778,transformers,text-generation,https://github.com/EleutherAI/pythia,2909.427008,medium,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-6.9b-deduped,EleutherAI_pythia,10381,7,10/16/2022,3/29/2023,675,15.37925926,transformers,text-generation,https://github.com/EleutherAI/pythia,6900,large,1739.690626,medium,downstream,vertical pattern,vertical ,,,
EleutherAI,EleutherAI/pythia-70m-deduped,EleutherAI_pythia,69279,24,2/14/2023,6/8/2023,554,125.0523466,transformers,text-generation,https://github.com/EleutherAI/pythia,6900,large,1739.690626,medium,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english,flair_ner,351310,29,3/2/2022,4/5/2024,903,389.047619,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english-fast,flair_ner,46894,17,3/2/2022,8/28/2022,903,51.93133998,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english-large,flair_ner,73824,40,3/2/2022,10/4/2022,903,81.75415282,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english-ontonotes,flair_ner,154367,17,3/2/2022,4/10/2023,903,170.9490587,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english-ontonotes-fast,flair_ner,68768,19,3/2/2022,4/5/2023,903,76.15503876,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-english-ontonotes-large,flair_ner,60936,91,3/2/2022,7/19/2024,903,67.48172757,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-french,flair_ner,233316,11,3/2/2022,4/7/2023,903,258.3787375,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-german,flair_ner,188325,13,3/2/2022,3/2/2021,903,208.5548173,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-german-large,flair_ner,220711,33,3/2/2022,4/7/2023,903,244.4197121,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/ner-spanish-large,flair_ner,17160,9,3/2/2022,4/5/2023,903,19.00332226,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/pos-english,flair_ner,829909,25,3/2/2022,3/2/2021,903,919.0575858,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
flair,flair/upos-english,flair_ner,153725,3,3/2/2022,5/8/2021,903,170.2380952,flair,token-classification,https://github.com/flairNLP/flair,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ar-en,Helsinki-NLP_opus,222023,29,8/12/2022,10/10/2023,740,300.0310811,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ar-es,Helsinki-NLP_opus,28712,1,3/2/2022,8/16/2023,903,31.79623477,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ca-en,Helsinki-NLP_opus,12465,0,3/2/2022,8/16/2023,903,13.80398671,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-da-en,Helsinki-NLP_opus,54162,4,8/12/2022,10/10/2023,740,73.19189189,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-de-en,Helsinki-NLP_opus,589859,35,8/12/2022,10/10/2023,740,797.1067568,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-ar,Helsinki-NLP_opus,50033,24,8/12/2022,10/10/2023,740,67.61216216,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-de,Helsinki-NLP_opus,178089,25,8/12/2022,8/16/2023,740,240.6608108,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-es,Helsinki-NLP_opus,142748,80,8/12/2022,10/10/2023,740,192.9027027,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP_opus,304713,34,8/12/2022,10/10/2023,740,411.7743243,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-he,Helsinki-NLP_opus,11493,4,3/2/2022,8/16/2023,903,12.72757475,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-hi,Helsinki-NLP_opus,29465,26,10/11/2022,10/10/2023,680,43.33088235,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-id,Helsinki-NLP_opus,23359,12,3/2/2022,8/16/2023,903,25.86821705,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-it,Helsinki-NLP_opus,75195,12,8/12/2022,10/10/2023,740,101.6148649,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-jap,Helsinki-NLP_opus,14345,5,3/2/2022,8/16/2023,903,15.88593577,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-mul,Helsinki-NLP_opus,17793,14,3/2/2022,8/16/2023,903,19.70431894,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-ru,Helsinki-NLP_opus,149808,48,8/12/2022,10/10/2023,740,202.4432432,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-sla,Helsinki-NLP_opus,16373,1,3/2/2022,8/16/2023,903,18.13178295,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-en-zh,Helsinki-NLP_opus,469501,287,8/12/2022,10/10/2023,740,634.4608108,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-es-en,Helsinki-NLP_opus,704475,56,8/12/2022,10/10/2023,740,951.9932432,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-et-en,Helsinki-NLP_opus,13437,1,3/2/2022,8/16/2023,903,14.88039867,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-fi-en,Helsinki-NLP_opus,43633,3,8/12/2022,10/10/2023,740,58.96351351,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP_opus,676412,35,8/12/2022,10/10/2023,740,914.0702703,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-fr-es,Helsinki-NLP_opus,29492,0,8/12/2022,10/10/2023,740,39.85405405,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-hi-en,Helsinki-NLP_opus,26366,8,3/2/2022,8/16/2023,903,29.19822813,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-hu-en,Helsinki-NLP_opus,11561,1,3/2/2022,8/16/2023,903,12.80287929,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-id-en,Helsinki-NLP_opus,44112,8,8/12/2022,10/10/2023,740,59.61081081,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-it-en,Helsinki-NLP_opus,244925,15,8/12/2022,10/10/2023,740,330.9797297,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ja-en,Helsinki-NLP_opus,42653,41,8/12/2022,10/10/2023,740,57.63918919,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ko-en,Helsinki-NLP_opus,103687,31,8/12/2022,10/10/2023,740,140.1175676,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-mul-en,Helsinki-NLP_opus,130252,56,8/12/2022,10/10/2023,740,176.0162162,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-nl-en,Helsinki-NLP_opus,149633,8,8/12/2022,10/10/2023,740,202.2067568,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-pl-en,Helsinki-NLP_opus,64595,18,8/12/2022,10/10/2023,740,87.29054054,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ru-en,Helsinki-NLP_opus,512061,56,8/12/2022,10/10/2023,740,691.9743243,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-ru-es,Helsinki-NLP_opus,15889,2,3/2/2022,8/16/2023,903,17.59579181,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-sv-en,Helsinki-NLP_opus,55471,10,8/12/2022,10/10/2023,740,74.96081081,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-th-en,Helsinki-NLP_opus,17853,6,3/2/2022,8/16/2023,903,19.77076412,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,0,unknown,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-tr-en,Helsinki-NLP_opus,33476,35,8/12/2022,10/10/2023,740,45.23783784,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,74.220303,small,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-uk-en,Helsinki-NLP_opus,19533,7,3/2/2022,8/16/2023,903,21.63122924,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,232.502776,medium,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-vi-en,Helsinki-NLP_opus,47111,8,8/12/2022,10/10/2023,740,63.66351351,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,236.753451,medium,19.53034953,small,downstream,vertical pattern,vertical ,,,
Helsinki-NLP,Helsinki-NLP/opus-mt-zh-en,Helsinki-NLP_opus,1943648,396,8/12/2022,10/10/2023,740,2626.551351,transformers,translation,https://github.com/Helsinki-NLP/Opus-MT,237.737451,medium,19.53034953,small,downstream,vertical pattern,vertical ,,,
laion,laion/clap-htsat-fused,laion_clap,13323,23,2/16/2023,4/24/2023,552,24.13586957,transformers,feature-extraction,https://github.com/LAION-AI/CLAP,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
laion,laion/clap-htsat-unfused,laion_clap,138278,32,10/30/2023,10/30/2023,296,467.1554054,transformers,feature-extraction,https://github.com/LAION-AI/CLAP,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
laion,laion/larger_clap_general,laion_clap,654523,24,10/30/2023,10/31/2023,296,2211.226351,transformers,feature-extraction,https://github.com/LAION-AI/CLAP,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
laion,laion/larger_clap_music_and_speech,laion_clap,18582,15,10/30/2023,10/31/2023,296,62.77702703,transformers,feature-extraction,https://github.com/LAION-AI/CLAP,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
lmsys,lmsys/fastchat-t5-3b-v1.0,lmsys_fastchat,696394,349,7/31/2023,10/10/2023,387,1799.4677,transformers,text2text-generation,https://github.com/lm-sys/FastChat,3000,medium,3000,medium,downstream,vertical pattern,vertical ,,,
neulab,neulab/codebert-c,neulab_codebert,20046,4,9/26/2022,2/27/2023,695,28.84316547,transformers,fill-mask,https://github.com/neulab/code-bert-score,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
neulab,neulab/codebert-cpp,neulab_codebert,125313,10,9/23/2022,2/27/2023,698,179.5315186,transformers,fill-mask,https://github.com/neulab/code-bert-score,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
neulab,neulab/codebert-java,neulab_codebert,37037,10,9/26/2022,2/27/2023,695,53.29064748,transformers,fill-mask,https://github.com/neulab/code-bert-score,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
neulab,neulab/codebert-python,neulab_codebert,242636,24,9/23/2022,2/27/2023,698,347.6160458,transformers,fill-mask,https://github.com/neulab/code-bert-score,0,unknown,0,unknown,downstream,vertical pattern,vertical ,,,
protectai,protectai/distilroberta-base-rejection-v1,protectai_llm-guard,11631,1,1/20/2024,3/11/2024,214,54.35046729,transformers,text-classification,https://github.com/protectai/llm-guard,0,unknown,112.7418255,small,downstream,vertical pattern,vertical ,,,
protectai,protectai/unbiased-toxic-roberta-onnx,protectai_llm-guard,83970,2,11/11/2023,3/25/2024,284,295.6690141,transformers,token-classification,https://github.com/protectai/llm-guard,82.119938,small,112.7418255,small,downstream,vertical pattern,vertical ,,,
protectai,protectai/vishnun-codenlbert-sm-onnx,protectai_llm-guard,11831,0,11/12/2023,3/25/2024,283,41.80565371,transformers,text-classification,https://github.com/protectai/llm-guard,184.423682,small,112.7418255,small,downstream,vertical pattern,vertical ,,,
protectai,protectai/xlm-roberta-base-language-detection-onnx,protectai_llm-guard,79862,2,11/14/2023,3/25/2024,281,284.2064057,transformers,text-classification,https://github.com/protectai/llm-guard,184.423682,small,112.7418255,small,downstream,vertical pattern,vertical ,,,
smallcloudai,smallcloudai/Refact-1_6B-fim,smallcloudai_Refact,26396,124,8/29/2023,11/9/2023,358,73.73184358,transformers,text-generation,https://github.com/smallcloudai/refact,1585.842176,medium,1585.842176,medium,downstream,vertical pattern,vertical ,,,
textattack,textattack/albert-base-v2-ag-news,textattack_textattack,10542,0,3/2/2022,7/6/2020,903,11.6744186,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/albert-base-v2-rotten_tomatoes,textattack_textattack,11440,0,3/2/2022,5/20/2021,903,12.66888151,transformers,fill-mask,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/bert-base-uncased-imdb,textattack_textattack,1089137,5,3/2/2022,5/20/2021,903,1206.131783,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/bert-base-uncased-MNLI,textattack_textattack,23033,1,3/2/2022,5/20/2021,903,25.50719823,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/bert-base-uncased-rotten_tomatoes,textattack_textattack,10986,0,3/2/2022,7/6/2020,903,12.16611296,transformers,fill-mask,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/bert-base-uncased-SST-2,textattack_textattack,18935,2,3/2/2022,5/20/2021,903,20.96899225,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/bert-base-uncased-yelp-polarity,textattack_textattack,2798454,2,3/2/2022,5/20/2021,903,3099.063123,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/distilbert-base-uncased-ag-news,textattack_textattack,10893,1,3/2/2022,7/6/2020,903,12.06312292,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/distilbert-base-uncased-imdb,textattack_textattack,11302,0,3/2/2022,7/6/2020,903,12.51605759,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-ag-news,textattack_textattack,15300,2,3/2/2022,5/20/2021,903,16.94352159,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-CoLA,textattack_textattack,43054,13,3/2/2022,6/25/2020,903,47.67884828,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-imdb,textattack_textattack,11722,1,3/2/2022,5/20/2021,903,12.98117386,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-MRPC,textattack_textattack,13475,1,3/2/2022,5/20/2021,903,14.92248062,transformers,text-classification,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-rotten_tomatoes,textattack_textattack,12724,1,3/2/2022,5/20/2021,903,14.09080842,transformers,fill-mask,https://github.com/QData/TextAttack,0,unknown,8.349184133,small,downstream,vertical pattern,vertical ,,,
textattack,textattack/roberta-base-SST-2,textattack_textattack,13033,0,3/2/2022,5/20/2021,903,14.43300111,transformers,text-classification,https://github.com/QData/TextAttack,125.237762,small,8.349184133,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_base,urchade_gliner-models,181813,64,4/9/2024,4/10/2024,134,1356.813433,gliner,token-classification,https://github.com/urchade/GLiNER,0,unknown,109.1118507,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_large-v2,urchade_gliner-models,44290,38,4/9/2024,4/10/2024,134,330.5223881,gliner,token-classification,https://github.com/urchade/GLiNER,0,unknown,109.1118507,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_large-v2.1,urchade_gliner-models,17176,14,4/20/2024,4/20/2024,123,139.6422764,gliner,token-classification,https://github.com/urchade/GLiNER,0,unknown,109.1118507,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_medium-v2.1,urchade_gliner-models,15600,10,2/16/2024,4/10/2024,187,83.42245989,gliner,token-classification,https://github.com/urchade/GLiNER,0,unknown,109.1118507,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_multi_pii-v1,urchade_gliner-models,12629,24,3/17/2024,4/10/2024,157,80.43949045,gliner,token-classification,https://github.com/urchade/GLiNER,195.175936,medium,109.1118507,small,downstream,vertical pattern,vertical ,,,
urchade,urchade/gliner_multi-v2.1,urchade_gliner-models,79492,57,3/9/2024,4/10/2024,165,481.769697,gliner,token-classification,https://github.com/urchade/GLiNER,459.495168,medium,109.1118507,small,downstream,vertical pattern,vertical ,,,
BAAI,BAAI/AquilaChat2-34B-16K,BAAI_bge,11854,24,2/5/2024,2/7/2024,198,59.86868687,transformers,text-generation,https://github.com/FlagOpen/FlagEmbedding,23.954432,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-base-en,BAAI_bge,31246,53,12/19/2023,12/21/2023,246,127.0162602,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,33.360512,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-base-en-v1.5,BAAI_bge,988178,181,4/18/2024,6/11/2024,125,7905.424,sentence-transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,33.360512,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-base-zh-v1.5,BAAI_bge,10981,50,2/22/2024,3/7/2024,181,60.66850829,sentence-transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,109.482752,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-large-en,BAAI_bge,190695,184,11/28/2023,4/19/2024,267,714.2134831,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,109.482752,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-large-en-v1.5,BAAI_bge,1097805,370,4/30/2024,6/24/2024,113,9715.088496,sentence-transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,109.482752,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-large-zh-v1.5,BAAI_bge,865169,324,2/20/2024,6/11/2024,183,4727.699454,sentence-transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,109.482752,small,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-m3,BAAI_bge,486862,931,2/5/2024,2/13/2024,198,2458.89899,sentence-transformers,sentence-similarity,https://github.com/FlagOpen/FlagEmbedding,278.044931,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-reranker-base,BAAI_bge,422277,117,2/5/2024,3/28/2024,198,2132.712121,sentence-transformers,text-classification,https://github.com/FlagOpen/FlagEmbedding,335.1424,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-reranker-large,BAAI_bge,616038,266,3/15/2024,6/11/2024,159,3874.45283,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,335.1424,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-reranker-v2-m3,BAAI_bge,1106004,128,5/8/2024,6/24/2024,105,10533.37143,sentence-transformers,text-classification,https://github.com/FlagOpen/FlagEmbedding,335.1424,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-small-en,BAAI_bge,357124,67,4/21/2024,6/24/2024,122,2927.245902,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,335.1424,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-small-en-v1.5,BAAI_bge,2312799,188,5/31/2024,6/24/2024,82,28204.86585,sentence-transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,559.891971,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/bge-small-zh-v1.5,BAAI_bge,16616,36,2/5/2024,2/7/2024,198,83.91919192,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,567.755777,medium,2484.99125,medium,none,vertical pattern,vertical ,,,
BAAI,BAAI/llm-embedder,BAAI_bge,75004,94,12/19/2023,12/21/2023,246,304.8943089,transformers,feature-extraction,https://github.com/FlagOpen/FlagEmbedding,34000,large,2484.99125,medium,none,vertical pattern,vertical ,,,
finiteautomata,finiteautomata/bertweet-base-emotion-analysis,finiteautomata_sentiment,27148,14,3/2/2022,2/17/2023,903,30.06423034,transformers,text-classification,https://github.com/finiteautomata/pysentimiento,0,unknown,44.96849367,small,none,vertical pattern,vertical ,,,
